company,url,picture,address,Area,tags,numOfEmplyee,category,contactEmail,contactPhone,contactName,description,twitter,facebookPage,latitude,longitude,isHiring,on logo map?,tofes?,Company Type,Comments,"If your company is hiring, please add a link to the ""open position"" web page",~Year of establishment,~Are you familiar with the grants for Jerusalem based companies?,~Is your company looking to raise money?,~If yes- would you like to get more information about the grants?did,~If not - would you like to get more information about the grants?,~Is your company looking to raise money?,logo,Company,????,?? ????? ???????,"?????? ???""?",???? ??? ????,???,???? ????,???? ?????? ???,???? ?????,??????? ????? ?????,???? ???????,???? ??? ??? ???? ????? ????,???? ?????,???-????,"???""?",?.?,????? ?? ????? ??????? ???????? ????? ??????,??????,????? ??????,????? ????? ?? ?????? ??????,????? ??? ????,????? ?????,?????? ??????,?????? ????????,??????,????? ????,???? ????,?????? ?????,????? ???,??? ?????? ?????? ??????,????? ?????? ?? ?????? ???????,????? ????,???? ?????? ????,???? ????? ????????,????? ????? ????????,????,???????/???????,????? ?????,?????? ?????,????? Round A,???? Round A,????? Round B,???? Round B,????? Seed,???? Seed
????,http://www.omative.com,,"???? ????? 5, ?.?. 34272",???? ????,,,software,,02-6510310,???? ????,Optimization& Machine Automation Technology,,,31.7941,35.2148,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.omative.com"">????</a>","????? ?? ???""?",Omat,??,???,02-6511786,???,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????? ?????,http://www.oconmed.com,,????? 2.3 ??? ?????? ???? ??,Givat Ram,,2,medical,ariel@ococmed.com,052-6363316,????? ?????????,????? ????? ????? ?????,,,31.782,35.2155,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.oconmed.com"">????? ?????</a>","????? ?? ???""?",Ocon Medical,??,???,02-6551881,???-??,??,??,??,??,??,???? ?????,??,????? ?????????,514568328,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,1,1,,,,,,
???????,http://www.oclaro.com,,"??? ?????, ?.?. 45076",HH,,,,,02-5827171,???? ???,"suppliers of optical components, modules and subsystems for the global optical communications market and into industrial and consumer laser applications",,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.oclaro.com"">???????</a>","????? ?? ???""?",Oclaro,??,???,02-5827172,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???? ?? ?? ??,,,,??? ????? ?????,,,,,+44 203 286 4657,?????? ????,,,,,,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">???? ?? ?? ??</a>","????? ?? ???""?",Azure pcr,??,???,,???-??,,??,??,??,??,???? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
??.??.??.??.,,,"??? ????? 12, ??? ????? ??? B ???? ?'",???? ????,,,software,,02-6525442,????? ?????,????? ???? ??????? ????,,,31.7941,35.2148,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??.??.??.??.</a>","????? ?? ???""?",E.E.C.C,??,???,02-6525443,???-??,??,??,??,??,??,???,??,????? ?????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???? ?????,http://www.eye-yon.com,,"??? ????? ????? ???? ?? , ??????????? ??????",??? ???-??,,2,medical,,02-6553333,???? ????,???? ???? ????? ?????? ?????? ???????? ?????? ??????? ??????? ????? ?????? ?? ???? ??????,,,31.782,35.2155,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.eye-yon.com"">???? ?????</a>","????? ?? ???""?",Eyeyon Medical,??,???,077-3454332,???-??,??,??,??,??,??,???? ?????,??,???? ????,514509603,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,1,1,,,,,,,
????? ?????,http://www.izunpharma.com,,????? ???? 5,HH,,,pharma,,02-5860780,????? ????????,anti-inflammatory therapies,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.izunpharma.com"">????? ?????</a>","????? ?? ???""?",Izun Pharma,??,???,02-5861814,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???.??.???,http://www.iei-energy.co.il/,,?.?. 45408,HH,,,Energy,,02-5412884,???? ?????,????? ?????? ????? ????? ??? ???? ??? ????? (In-Situ) ????? ???,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.iei-energy.co.il/"">???.??.???</a>","????? ?? ???""?",IEI,??,??? ???????,02-5412801,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???.??. ??. ????,http://www.avl-labs.com,,????? 8,?? ??????,,,medical,,02-5400796,??? ?? ???,,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.avl-labs.com"">???.??. ??. ????</a>","????? ?? ???""?",AVL labs,??,???,02-5401168,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???.??.???,http://www.avx.com,,????? 3,?? ??????,,12,software,,02-5720111,??? ??????,"?????, ????? ?????? ?? ?????? ??????????",,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.avx.com"">???.??.???</a>","????? ?? ???""?",AVX,??,??? ????,02-5815999,???-??,??,??,??,??,??,??? ???? ?????,??,,510862857,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,12,10,,,,,,,
???.??.??. ??????,http://www.bellacontour.com,,"?? ???????? ????, ????? A, ???? 1","??""? ????",,,pharma,,02-6483519,???? ???,,,,31.7698,35.21215,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.bellacontour.com"">???.??.??. ??????</a>","????? ?? ???""?",ATC Systems,??,???,02-6483541,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???.??. ?????,http://www.ipconnect.co.il/,,???? ??? 6,HH,,,software,,074-7800100,???? ???,??????? ?????? ??????? ?????? ????????. ????? ??????? ?? ??.??. ????? ??: ???? ?????? ?? ??????? ?? ??  ????? ???? ?????? (????? ??????) ????? ????? ??????  ?????? ????? ??????? ?????? ?????? ??????  ????? ?????? ?????.,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.ipconnect.co.il/"">???.??. ?????</a>","????? ?? ???""?",I.P. Connect,??,??? ???????,,???-??,??,??,??,??,??,???,??,???? ???,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???.??.??. ?????? ?????,http://www.aptsoftware.co.il/,http://www.hotzvim.org.il/wp-content/uploads/2013/10/aptsoftware-185x120.png,????? 9 ?? ??????,?? ??????,,,,,5325222- 02,?????,"????? ????? ???? 1998 ???????? ????? ????? ?? ???????? ???????? ?????? ??????? ?????????, ????? ????? ???? ???????, ?????? ??????, ??? ???? ??? ???? ?????? ????????? ?????? ????? ?????. ??????? ?????? ?? ???????? ???????? ????? ?????? ????? ??? ????? ????? ?????? ????? ?????? ?? ?????, ?""? ??????? ????? ??? ????? ?????? ??????? ????, ?? ??????, ?? ?????, ?? ??????? ???, ??? ??????? ?????. ???? 2002 ???? ?????? ??? ?????? ?? ???? A.P.T ?????? ?????, ????? ???? ?????? ?????? ?????? ?????? ?????? ??????, ?????? ??? ????, ??? ?????, ?? ??????? ???? ?? ????? ????????, ???'.",,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src=""http://www.hotzvim.org.il/wp-content/uploads/2013/10/aptsoftware-185x120.png"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.aptsoftware.co.il/"">???.??.??. ?????? ?????</a>","????? ?? ???""?",APT Software,??,??? ???????,,???-??,??,??,??,??,??,???,??,?????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????????????? ??????,http://www.immunovative.co.il,,"?? ???????? ????, ????? 1",Malcha,,,pharma,info@immunovative.co.il,02-6506288,??? ??,????? ?????? ?????? ?????? ???????? ?? ??? ????? ???? ????? ?????? ????????,,,31.7698,35.21215,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.immunovative.co.il"">????????????? ??????</a>","????? ?? ???""?",Immunovative Therapies,??,??? ????,,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????????,,,,??? ????? ?????,,,,,054-4440272,"?""? ????? ?????",??????. (??????? ??????) ????????? ????? ???? ????????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????????</a>","????? ?? ???""?",lnnosave,??,??? ???????,,???-??,,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Yosef Apter,??,??,??,,,,,,,,,,
????? ?????,http://www.intecpharma.com/,,????? 12 ?.?. 45219,HH,,,pharma,,0543040930,Nir Sassi,"Intec Pharma is a drug development company, applying its innovative proprietary gastric retention technology to develop improved formulations of existing drugs.",,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.intecpharma.com/"">????? ?????</a>","????? ?? ???""?",Intec Phama,??,???,02-5869176,???-??,,??,??,??,??,????? ??? ????????,??,????? ????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
????? ????,http://www.inexzamir.com,,"??""? ????, ????? 1/22",Malcha,,,,,02-6797460,??' ?'????????,"The company offers engineering insight through experience in Parking, Toll Road, Security, Surveillance, ITS, Travel Time, Traffic Management and Access Control applications. From system design to local onsite management of systems installation, our aim is to prove ourselves a valuable partner for your project.",,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.inexzamir.com"">????? ????</a>","????? ?? ???""?",Inex Zamir,??,???,02-6797470,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???????,http://www.innersense-semi.com/,,????? 19,HH,,7,software,bienen@gmail.com,02-5634446,Yakov Bienenstock,,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.innersense-semi.com/"">???????</a>","????? ?? ???""?",Innersense,??,???,15325619631,???-??,,??,??,??,??,???,??,,513180190,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,nisan lieblein,??,??,??,,5,2,,,,,,,
?? ?????,http://www.alcielo.com/,,???? ????? 5,???? ????,,,software,,02-6595539,??? ???,"??""? ?????? ?????????? ????? ??????. - ????? ????? ?-12 ????.",,,31.7941,35.2148,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.alcielo.com/"">?? ?????</a>","????? ?? ???""?",Al Cielo,??,??? ???????,02-6541221,???-??,??,??,??,??,??,???,??,????? ????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
?????? ????,http://www.alomone.com/,http://www.alomone.com/images/english/logo.jpg,????? 8 ?.?. 4287,?? ??????,,,pharma,,02-5871102,?????? ????????,"production of primary antibodies, small molecules and proteins and peptides used in basic science research",,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src=""http://www.alomone.com/images/english/logo.jpg"" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.alomone.com/"">?????? ????</a>","????? ?? ???""?",Alomon Labs,??,??? ????,02-5871106,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???????,http://www.mpayer.co.il,,"????? 8, ??? ????, ??-??????",HH,,3,,contact@empayer.co.il,02-5388119,????? ??????,"????? ????? ?-WEB, ?????????? ???? ????? ??? ??????? ?????? ?????",,,,,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.mpayer.co.il"">???????</a>","????? ?? ???""?",Mpayer,??,???,02-5388119,???-??,??,??,??,??,??,???? ?????,??,????? ??????,514598663,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,2,1,,,,,,
?????,http://www.enertgroup.com,,"??""? ???? ????? 1B","??""? ????",,,software,,02-6502777,??? ???,Optimization of Thermal Solar Power Generation Plants,,,31.7698,35.21215,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.enertgroup.com"">?????</a>","????? ?? ???""?",Ener-T,??,???,02-6502778,???-??,??,??,??,??,??,????? ??? ????????,??,??? ???,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
"?????? ??""? ",,,,??? ????? ?????,,,,info@aposense.com,039215717,Alon Dumanis,????? ????? ????? ??????? ???????????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">?????? ??""? </a>","????? ?? ???""?",Aposense,??,??????? ???? - ???,,???-??,,??,??,??,??,???,??,???? ????,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Udi Ben-dror,??,??,??,,,,,,,,,,
?????? ?????,http://www.equatel.com,,????? 19,?? ??????,,4,media,,02-571035,???,????? ?????? ?? ?????? ?????? ????? ??????,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.equatel.com"">?????? ?????</a>","????? ?? ???""?",Equatel Israel,??,???,02-5714029,??????,??,??,??,??,??,???,??,???,513737270,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,3,1,,,,,,
????????,http://www.xconnect.net,,?? ???????? ????,Malcha,,,media,,02-6218007,????'? ???,VOIP,,,31.7698,35.21215,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.xconnect.net"">????????</a>","????? ?? ???""?",XConnect,??,???,02-6788712,??????,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
??-?? ??,http://www.rnet-tec.com,,"????? 12, ???? 1-, ?? ??????",HH,,7,software,,02-5711354,???? ?? ????,"????? ?????? ????? ??????? ????? ?????? ?????? ????? ???? (??????, ?????, ?????, ????? ????? ????)",,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.rnet-tec.com"">??-?? ??</a>","????? ?? ???""?",Rnet Tec,??,???,02-5860439,???-??,??,??,??,??,??,???,??,???? ?? ????,513817023,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,3,1,3,,,,,,
???? ???????,,,??? ???? 49,??? ????? ?????,,,,,02-6711233,???? ???????,?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">???? ???????</a>","????? ?? ???""?",Athena Cardionet,??,?????,077-9304040,???-??,,??,??,??,,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
??? ????,http://www.atarplpl.co.il,,"?? ???????? ????, ????? 9","??""? ????",,1,Service Provider / Outsource,,02-6310246,???? ???????,"????? ????? ?????? ????? ???? ??????, ?????,??-??, ????? ???'.",,,31.7698,35.21215,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.atarplpl.co.il"">??? ????</a>","????? ?? ???""?",,??,???,,???-??,??,??,??,??,??,???? ?????,??,???? ???????,514061001,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,7,1,2,,,,,,
?? ?? ?? ???????,,,??????? 27,??? ????? ?????,,,,,,???? ????,?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">?? ?? ?? ???????</a>","????? ?? ???""?",BMR Solutions,??,?????,,???-??,,??,??,??,,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
??.??.???. ?????? ????,http://www.baesystems.com/,,????? 11,?? ??????,,,,,02-5329888,??.??.???. ?????? ????,?????? ???????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.baesystems.com/"">??.??.???. ?????? ????</a>","????? ?? ???""?",BEA Systems rokar,??,??? ???????,,???-??,??,??,??,??,??,??? ???? ?????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
"??? ??????? ????? ??""?",,,,??? ????? ?????,,,,,,,,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??? ??????? ????? ??""?</a>","????? ?? ???""?",Bio Control Medical,??,??????? ???? - ???,,???-??,,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????? ?????,,,,???,,,,,052-3848507,Tamar Tennenbaum,"????? ??????. ???? ???????? ?? ???? - ???? ?? ???? ????? ??, ???? ?? ?????????? ?? ???????? ????? ????? ?????? ????? ?? ???? ?????, ???? ???? ????? ???? ?????? ?????.",,,,,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????? ?????</a>","????? ?? ???""?",Bioten Pharma,??,???,02-6524599,???-??,??,??,??,??,??,????? ??? ????????,??,Tamar Tennenbaum,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
??????,,,??? ????,??? ????? ?????,,,,,054-5375565,??????' ????,?????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??????</a>","????? ?? ???""?",Bioterm,??,?????,03-6954711,???-??,,??,??,??,,???? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
??????,http://www.biocom.co.il,,????? 10,?? ??????,,17,software,micb@biocom.co.il,02-6400500,????? ?? ?????,????? ?????? ?????? ?????? ??????? ???????? ?? ???? ???? ??????? ????,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.biocom.co.il"">??????</a>","????? ?? ???""?",Biocom,??,???,02-6798899,???-??,,??,??,??,??,???,??,????? ?? ?????,514410927,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Yosef Apter,??,??,??,,4,5,3,,,,,,
??????? ????? ??????,http://www.betaland.co.il,,????? 9,?? ??????,,,software,mail@betaland.co.il,02-5711540,???????,Betaland Software Engineering specializes in software systems designed exclusively for small and large organizations,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.betaland.co.il"">??????? ????? ??????</a>","????? ?? ???""?",Betaland Software Engineering,??,???,02-5711541,???-??,??,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????? ?????? ????,,,????? 168,??? ????? ?????,,,,,077-343595,"?""? ?????? ??????",????? ????? ?????? ????? ?-50 ????,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????? ?????? ????</a>","????? ?? ???""?",Byron,??,??????? ???? - ????? ???,153-89420627,???-??,,??,??,??,??,???? ????????,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Yosef Apter,??,??,??,,,,,,,,,,
??? ???????,,,,??? ????? ?????,,,,,054-2261771,????? ??????,,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??? ???????</a>","????? ?? ???""?",,??,???,,???-??,??,??,??,??,??,????? ??? ????????,??,,514609742,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
??? ???? ?????? ??????,,,,???,,,,,02-6286519 ????? 109,??? ???????,???? ?????? ????? ????? ???????- ???? ???,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??? ???? ?????? ??????</a>","????? ?? ???""?",,??,??? ???????,,???,,??,??,??,??,???? ?????,??,??? ???,580150761,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
?????????? (Brainsway Inc.),http://www.brainsway.com/,,????? 8,HH,,,medical,,025813141,Uzi Sofer,????? ????? ????? ????? ?????? ???? ?? ???? ?????? ??????? ??????????? ????????????,,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.brainsway.com/"">?????????? (Brainsway Inc.)</a>","????? ?? ???""?",Brainsway,??,???,,???-??,??,??,??,??,??,???,??,Uzi Sofer,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
"?????????? ????? ???? ??""? ",,,,??? ????? ?????,,,,,,,,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">?????????? ????? ???? ??""? </a>","????? ?? ???""?",Brainstorm,??,??????? ???? - ???,,???-??,,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
?'?? ?????,http://www.ilsi.org.il/companies_incubator_company.asp?ID=104,,"???? ??? ???, ????? ????' ?????? ????-??",??? ???-??,,2,medical,,02-655-3333,?? ?????,????? ????? ?????? ?????? ????? ?? ????? ??? ????? ????? ????? ?????? ?? ?????? ????????? ????? ?????? ??????????,,,31.782,35.2155,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.ilsi.org.il/companies_incubator_company.asp?ID=104"">?'?? ?????</a>","????? ?? ???""?",Gema medical,??,???,02-566-1881,???-??,??,??,??,??,??,???,??,?? ?????,514474725,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,1,,,,,,,
????,,,,??? ????? ?????,,,,,,,,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????</a>","????? ?? ???""?",Gard,??,??? ????,,???-??,,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
"??????????? ??""? ",,,,??? ????? ?????,,,,,,,,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??????????? ??""? </a>","????? ?? ???""?",Glycominds,??,??????? ???? - ???,,???-??,,??,??,??,??,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
????????? ?????? ??????????,http://www.gamatronic.co.il,,????? 17,?? ??????,,,hardware,,02-5888242,???? ????,"?????, ?????, ?????, ?????, ????? ?????? ?? ?????? ????? ?????????? ?????",,,31.809,35.2235,"Yes, we are hiring!",,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.gamatronic.co.il"">????????? ?????? ??????????</a>","????? ?? ???""?",Gamatronic Electronic Industries,??,???,02-5828875,???-??,??,??,??,??,??,???,??,???? ????,520041872,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
???? ??? ????'?,http://www.greensun.biz/,,????? 8,HH,,,software,,054-4458804,????? ????????,????? ????? ?????? ?????? ?????? ???????? ?????? ????,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href=""http://www.greensun.biz/"">???? ??? ????'?</a>","????? ?? ???""?",GreenSun Energy,??,??? ???????,,???-??,??,??,??,??,??,???,??,????? ????????',,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
??? ????,,,Passstr. 9,?? ??????,,,,,-2339,?????? ????????,????? ?????? ??????? ???????,,,31.809,35.2235,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">??? ????</a>","????? ?? ???""?",DataTrak International,??,?????,-4363,???-??,,??,??,??,,???,??,,,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,Shai Melcer,??,??,??,,,,,,,,,,
????? ??.??.??. ??????,,,???? ????? 5,???? ????,,,,,000,?????,,,,,,Nope,,,,,,,,,,,,"<img src="""" style=""max-height: 100px;max-width: 100px;"" />","<a target=""_blank"" rel=""nofollow"" href="""">????? ??.??.??. ??????</a>","????? ?? ???""?",Datanet I.T.C. Systems,??,???,,???-??,??,??,??,??,??,??? ???? ?????,??,,513030627,??,??,??,??,??,,??,??,??,??,??,??,??,??,??,,??,??,??,,,,,,,,,,
